,lien,Marque,Modèle,Carburant,Kilométrage,Puissance fiscale,Année,Prix
3889,https://www.tayara.tn//listings/voitures-9/5b5f9650-3d89-4193-b0c3-c94fdd3fe272/renault-scenic-2,Renault,Scenic,Diesel,200000.0,6.0,2006.0,21000.0
3890,https://www.tayara.tn//listings/voitures-9/92903502-5e96-4c24-bc2e-d666cd344fd2/c2-rouge,Citroen,C2,Essence,198000.0,5.0,2008.0,16800.0
3891,https://www.tayara.tn//listings/voitures-9/6a02b511-a5ae-4cd0-87d9-16f2f25d15f7/voiture-fiat-scudo-,Fiat,Scudo,Diesel,350000.0,7.0,2000.0,11500.0
3892,https://www.tayara.tn//listings/voitures-9/a09a2cf3-6c92-4a21-9b7d-b229c1801145/a-vendre-clio-3-dci-phase-2,Renault,Clio,Diesel,170000.0,4.0,2012.0,25000.0
3893,https://www.tayara.tn//listings/voitures-9/4536ead7-63f5-4b2e-96a9-c4fd107448df/a-vendre-peugeot-206-première-main,Peugeot,206,Essence,170000.0,4.0,2007.0,18600.0
3894,https://www.tayara.tn//listings/voitures-9/a7beda95-1f0b-44fd-a726-49e087288f00/golf-7,Volkswagen,Golf 7,Essence,88000.0,5.0,2016.0,54500.0
3895,https://www.tayara.tn//listings/voitures-9/8620a85d-0b4b-44e4-806a-fc8ffc3e6d36/great-wall,Autres,Autres,Essence,40000.0,6.0,2017.0,43000.0
3896,https://www.tayara.tn//listings/voitures-9/d9ce7d44-fd03-4cf3-b230-9590782c0186/renault-symbole-élégance-toute-option,Renault,Symbol,Essence,6800.0,5.0,2017.0,39500.0
3897,https://www.tayara.tn//listings/voitures-9/f1da5f87-94e9-40e1-b99e-ec4610cc79fc/grandi-ndhifa,Fiat,Grande Punto,Essence,184000.0,4.0,2014.0,22500.0
3898,https://www.tayara.tn//listings/voitures-9/78a2581f-205e-4efa-8148-7598685cf4b7/-dacia-dokker-van-lux-,Dacia,Dokker,Diesel,132000.0,6.0,2014.0,19200.0
3899,https://www.tayara.tn//listings/voitures-9/be4920d2-eedc-45e3-8890-8220683e4f7d/voiture-mercedes-benz-gris-e-200-cdi-classe-e,Mercedes-Benz,Classe E,Diesel,400000.0,7.0,2005.0,31000.0
3900,https://www.tayara.tn//listings/voitures-9/195b94ac-8dff-4e1c-aa99-cd19b6ec329d/peugeot-107-boite-automatique-,Peugeot,107,Essence,130000.0,4.0,2010.0,25000.0
3901,https://www.tayara.tn//listings/voitures-9/f54219de-0b09-4e92-92ee-2531596bd33c/polo-soudan-1-4,Volkswagen,Polo,Essence,60000.0,5.0,2018.0,1111.0
3902,https://www.tayara.tn//listings/voitures-9/786f8fe1-66eb-4f6a-80d2-91dfdc3dd5bd/golf-4-tt-options-1-4,Volkswagen,Golf 4,Essence,179000.0,5.0,2001.0,19000.0
3903,https://www.tayara.tn//listings/voitures-9/f2d45120-e092-4fad-a68f-ee12d885c16d/a-vendre-ford-fiesta,Ford,Fiesta,Essence,102247.0,5.0,2012.0,27500.0
3905,https://www.tayara.tn//listings/voitures-9/30030023-8ae9-4fbb-85fd-af9a94aad9a5/belle-partner-,Peugeot,Partner,Essence,250000.0,6.0,2005.0,19500.0
3906,https://www.tayara.tn//listings/voitures-9/e9b84413-b4c8-491b-8e4b-37a3214c1cae/a-vendre-passat-diesel-prix-18400,Volkswagen,Passat,Diesel,470000.0,7.0,2002.0,18400.0
3907,https://www.tayara.tn//listings/voitures-9/65f4a348-c7ac-4690-b61e-30a5e7d9f58e/renault-4r,Renault,R4,Essence,300000.0,5.0,1985.0,2700.0
3908,https://www.tayara.tn//listings/voitures-9/64c789a2-01f7-47e9-af8e-5f30c1dd4708/dacia-duster-4×4-bvm,Dacia,Duster,Essence,100000.0,7.0,2013.0,45000.0
3911,https://www.tayara.tn//listings/voitures-9/3bec5492-affd-46f7-936d-ac01dfa07874/bora,Volkswagen,Bora,Diesel,350000.0,7.0,2001.0,19000.0
3912,https://www.tayara.tn//listings/voitures-9/e6edc990-e46d-4264-8574-850b5eac2034/a-vendre-la-nouvelle-polo-8,Volkswagen,Polo,Essence,9500.0,4.0,2019.0,10000.0
3913,https://www.tayara.tn//listings/voitures-9/89eedd44-6fc9-48e4-a07a-e1d8c6b6c60f/205-en-bonne-état,Peugeot,205,Essence,250000.0,4.0,1993.0,7300.0
3914,https://www.tayara.tn//listings/voitures-9/4570d52e-9605-447a-8efe-daa6e4e31801/mercedes-vito,Mercedes-Benz,Vito,Diesel,140000.0,7.0,2014.0,49000.0
3915,https://www.tayara.tn//listings/voitures-9/0d4ee971-3319-471f-be3d-301fd44f906b/une-belle-407-tel-20330951,Peugeot,407,Diesel,280000.0,6.0,2007.0,23000.0
3917,https://www.tayara.tn//listings/voitures-9/4ce50170-50ee-4361-8440-ebf59dc3a3da/a-vendre-dacia-dooker-1ère-main,Dacia,Dokker,Diesel,93000.0,5.0,2016.0,20500.0
3918,https://www.tayara.tn//listings/voitures-9/26d880ff-7966-4278-9157-9ec2658c2db1/renault-symbol-telephone-41-606-984-29-604-165,Renault,Symbol,Essence,25000.0,5.0,2019.0,17000.0
3919,https://www.tayara.tn//listings/voitures-9/100e6b60-df80-4240-a7cc-527e420317ea/opel-vectra-essence,Opel,Vectra,Essence,340000.0,11.0,2000.0,9500.0
3920,https://www.tayara.tn//listings/voitures-9/353c3b35-a171-4bba-907e-bd94bd544487/voiture-pgt-b9,Peugeot,Partner,Diesel,180000.0,5.0,2020.0,17500.0
3921,https://www.tayara.tn//listings/voitures-9/a24534c8-681a-4be9-a437-c5c8ebf0619b/porsche-cayenne-4-8-v8-s-kit-magnum-au-27-917-219,Porsche,Cayenne,Essence,142000.0,31.0,2009.0,95900.0
3922,https://www.tayara.tn//listings/voitures-9/4c31f9ba-9c95-4428-a7cd-d9849360aa83/mercedes-a180-importé,Mercedes-Benz,Classe A,Diesel,120000.0,5.0,2014.0,67600.0
3923,https://www.tayara.tn//listings/voitures-9/105ae1a2-8e09-4de2-abdd-9e6c8f51f801/c5-ess-et-gpl-a-vendre,Citroen,C5,Essence,181000.0,9.0,2011.0,28000.0
3924,https://www.tayara.tn//listings/voitures-9/67d700f9-88fe-405f-9a2b-bc3073e340a5/-vente-voiteure,Peugeot,Partner,Essence,250000.0,7.0,2010.0,29500.0
3925,https://www.tayara.tn//listings/voitures-9/610d4337-c477-43ca-878d-452dcadf76a9/ford-ranger,Ford,Ranger,Diesel,245000.0,12.0,2005.0,25000.0
3926,https://www.tayara.tn//listings/voitures-9/14dc82ce-014b-4e9c-b68d-f972a516a3b6/bmw-e34-moteur525-tel22666500,BMW,M4,Diesel,22222.0,7.0,1989.0,8000.0
3927,https://www.tayara.tn//listings/voitures-9/0688cd7d-5d11-4f32-8b5b-3a979e710076/bonne-occasion,Chevrolet,Spark,Essence,51000.0,5.0,2017.0,26500.0
3928,https://www.tayara.tn//listings/voitures-9/97f831e5-9c49-4986-b1f6-380ce4e3d87f/partner-,Peugeot,Partner,Diesel,200000.0,5.0,2004.0,11500.0
3930,https://www.tayara.tn//listings/voitures-9/db9adf6c-3a04-42ef-94f0-6c1203a3740e/voiture,Peugeot,301,Essence,121500.0,5.0,2014.0,30000.0
3931,https://www.tayara.tn//listings/voitures-9/cec30540-adcc-44c7-b9b0-b8c1bb2c8ae4/golf-5-tdi-neuf-,Volkswagen,Golf 5,Diesel,187000.0,6.0,2009.0,28500.0
3932,https://www.tayara.tn//listings/voitures-9/bba1dc48-6485-40e0-b6d6-52309846c4de/peugeot-boxer-3(tel-20939242)-,Peugeot,Boxer,Diesel,148000.0,7.0,2010.0,25000.0
3933,https://www.tayara.tn//listings/voitures-9/af409852-8d49-47e3-99d2-b2115e7080f1/-a-vende-peugeot-208-,Peugeot,208,Essence,14000.0,5.0,2018.0,41500.0
3934,https://www.tayara.tn//listings/voitures-9/42ce0b9e-2006-402f-b7ab-87ea91ec2219/citroën-b9-multispace,Citroen,Berlingo,Diesel,159000.0,6.0,2012.0,41000.0
3936,https://www.tayara.tn//listings/voitures-9/9f29e110-2366-4736-ac55-32ea69df40e6/havale-h6,Autres,Autres,Essence,40000.0,9.0,2017.0,72000.0
3938,https://www.automobile.tn/fr/occasion/ford/focus/49278,Ford,Focus,Essence,224000.0,6.0,2010.0,25500.0
3939,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/49277,Volkswagen,Golf 7,Essence,140000.0,5.0,2013.0,48600.0
3940,https://www.automobile.tn/fr/occasion/hyundai/i10/49276,Hyundai,I 10,Essence,100000.0,5.0,2016.0,33000.0
3941,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/48500,Mercedes-Benz,Classe E,Essence,109289.0,12.0,2013.0,109000.0
3942,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-s/48093,Mercedes-Benz,Classe S,Essence,123398.0,19.0,2007.0,133000.0
3943,https://www.automobile.tn/fr/occasion/nissan/qashqai/47955,Nissan,Qashqai,Essence,19979.0,6.0,2017.0,110000.0
3944,https://www.automobile.tn/fr/occasion/nissan/qashqai/47128,Nissan,Qashqai,Essence,9327.0,6.0,2018.0,115000.0
3945,https://www.automobile.tn/fr/occasion/nissan/qashqai/47961,Nissan,Qashqai,Essence,18375.0,6.0,2018.0,114000.0
3946,https://www.automobile.tn/fr/occasion/nissan/qashqai/47863,Nissan,Qashqai,Essence,91136.0,6.0,2017.0,88000.0
3947,https://www.automobile.tn/fr/occasion/nissan/qashqai/46362,Nissan,Qashqai,Essence,56242.0,6.0,2015.0,78000.0
3948,https://www.automobile.tn/fr/occasion/fiat/500l/49079,Fiat,500L,Essence,83062.0,6.0,2015.0,47500.0
3949,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/48447,Volkswagen,Golf 6,Essence,90817.0,6.0,2011.0,36000.0
3950,https://www.automobile.tn/fr/occasion/kia/cerato/48343,Kia,Cerato,Essence,178857.0,8.0,2013.0,39000.0
3951,https://www.automobile.tn/fr/occasion/volkswagen/new-beetle/48199,Volkswagen,New Beetle,Essence,17306.0,6.0,2016.0,79000.0
3952,https://www.automobile.tn/fr/occasion/peugeot/2008/47972,Peugeot,2008,Essence,75419.0,5.0,2016.0,52000.0
3953,https://www.automobile.tn/fr/occasion/fiat/500/46532,Fiat,500,Essence,131329.0,4.0,2013.0,35000.0
3954,https://www.automobile.tn/fr/occasion/volkswagen/polo/48204,Volkswagen,Polo,Essence,224947.0,4.0,2016.0,30500.0
3955,https://www.automobile.tn/fr/occasion/renault/twingo/46531,Renault,Twingo,Essence,112000.0,4.0,2014.0,34000.0
3956,https://www.automobile.tn/fr/occasion/fiat/500/46672,Fiat,500,Essence,101151.0,4.0,2015.0,35000.0
3957,https://www.automobile.tn/fr/occasion/alfa-romeo/giulietta/45924,Alfa Romeo,Giulietta,Essence,161342.0,7.0,2010.0,37000.0
3958,https://www.automobile.tn/fr/occasion/citroen/berlingo-utilitaire/49099,Citroen,Berlingo,Diesel,197637.0,5.0,2010.0,19000.0
3959,https://www.automobile.tn/fr/occasion/renault/mascott/47956,Renault,Mascott,Diesel,267000.0,16.0,2001.0,35000.0
3960,https://www.automobile.tn/fr/occasion/toyota/previa/45903,Toyota,Previa,Essence,152222.0,11.0,2003.0,32000.0
3961,https://www.automobile.tn/fr/occasion/mini/5-portes/43165,mini,One,Essence,44000.0,5.0,2017.0,102000.0
3962,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-s/40822,Mercedes-Benz,Classe S,Essence,163000.0,18.0,2010.0,148500.0
3963,https://www.automobile.tn/fr/occasion/haval/h2/48970,AC,Cobra,Essence,64000.0,9.0,2017.0,61500.0
3964,https://www.automobile.tn/fr/occasion/nissan/juke/47534,Nissan,Juke,Essence,65000.0,11.0,2013.0,58500.0
3965,https://www.automobile.tn/fr/occasion/fiat/500/48854,Fiat,500,Essence,58000.0,4.0,2015.0,35500.0
3966,https://www.automobile.tn/fr/occasion/opel/corsa/49152,Opel,Corsa,Essence,14700.0,5.0,2014.0,33000.0
3967,https://www.automobile.tn/fr/occasion/mg/zs/48436,Man,TGA,Essence,35000.0,7.0,2019.0,68000.0
3968,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/48973,Mercedes-Benz,Classe E,Essence,97000.0,11.0,2012.0,109000.0
3969,https://www.automobile.tn/fr/occasion/bmw/serie-3/46177,BMW,Serie 3,Essence,83500.0,7.0,2016.0,126000.0
3970,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/49275,Volkswagen,Golf 6,Essence,150000.0,7.0,2011.0,36000.0
3971,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/49273,Volkswagen,Golf 6,Essence,125000.0,5.0,2012.0,34000.0
3972,https://www.automobile.tn/fr/occasion/hyundai/i20/49272,Hyundai,I 20,Essence,126000.0,4.0,2014.0,28000.0
3973,https://www.automobile.tn/fr/occasion/ford/fiesta/48634,Ford,Fiesta,Essence,177000.0,5.0,2006.0,16500.0
3974,https://www.automobile.tn/fr/occasion/volkswagen/polo-sedan/49223,Volkswagen,Polo,Essence,73000.0,5.0,2014.0,32900.0
3975,https://www.automobile.tn/fr/occasion/audi/a5-sportback/47510,Audi,A5,Essence,70000.0,8.0,2018.0,45000.0
3976,https://www.automobile.tn/fr/occasion/audi/a4/48938,Audi,A4,Essence,169000.0,8.0,2010.0,38500.0
3977,https://www.automobile.tn/fr/occasion/nissan/micra/49271,Nissan,Micra,Essence,59000.0,5.0,2015.0,27500.0
3978,https://www.automobile.tn/fr/occasion/volkswagen/passat/49270,Volkswagen,Passat,Diesel,190000.0,7.0,2013.0,45800.0
3979,https://www.automobile.tn/fr/occasion/mini/cooper-s/49269,mini,Cooper,Essence,140000.0,11.0,2009.0,35000.0
3980,https://www.automobile.tn/fr/occasion/bmw/serie-5/49268,BMW,Serie 5,Essence,100000.0,10.0,2016.0,130000.0
3981,https://www.automobile.tn/fr/occasion/alfa-romeo/mito/49197,Alfa Romeo,Mito,Essence,28000.0,5.0,2016.0,39900.0
3982,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/47724,Mercedes-Benz,Classe C,Essence,137000.0,10.0,1995.0,26500.0
3983,https://www.automobile.tn/fr/occasion/bmw/serie-3/49196,BMW,Serie 3 GT,Diesel,214000.0,7.0,2013.0,59500.0
3984,https://www.automobile.tn/fr/occasion/bmw/serie-3/48974,BMW,Serie 3 GT,Essence,80000.0,10.0,2012.0,66500.0
3985,https://www.automobile.tn/fr/occasion/jaguar/xf/48975,Jaguar,XF,Essence,43000.0,16.0,2011.0,89500.0
3986,https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/47886,BMW,Serie 4,Essence,54000.0,10.0,2015.0,127000.0
3987,https://www.automobile.tn/fr/occasion/bmw/serie-5/42774,BMW,Serie 5,Diesel,115000.0,10.0,2013.0,99000.0
3988,https://www.automobile.tn/fr/occasion/ssangyong/rexton/47282,Ssangyong,Rexton,Diesel,117000.0,11.0,2012.0,64900.0
3989,https://www.automobile.tn/fr/occasion/bmw/serie-3-coupe/49032,BMW,Serie 3,Essence,175000.0,7.0,2010.0,46500.0
3990,https://www.automobile.tn/fr/occasion/bmw/x5/47061,BMW,X5,Diesel,210000.0,15.0,2009.0,89500.0
3991,https://www.automobile.tn/fr/occasion/peugeot/2008/48939,Peugeot,2008,Essence,103000.0,4.0,2013.0,37000.0
3992,https://www.automobile.tn/fr/occasion/volkswagen/amarok/48526,Volkswagen,Amarok,Diesel,295000.0,7.0,2012.0,49900.0
3993,https://www.automobile.tn/fr/occasion/audi/q2/48533,Audi,100,Essence,18000.0,6.0,2018.0,95000.0
3994,https://www.automobile.tn/fr/occasion/toyota/yaris/47922,Toyota,Yaris,Essence,102000.0,4.0,2017.0,31500.0
3995,https://www.automobile.tn/fr/occasion/bmw/x5/46739,BMW,X5,Essence,179000.0,19.0,2008.0,89000.0
3996,https://www.automobile.tn/fr/occasion/ford/fiesta/48406,Ford,Fiesta,Essence,107000.0,5.0,2013.0,25900.0
3997,https://www.automobile.tn/fr/occasion/opel/zafira/47802,Opel,Zafira,Diesel,114000.0,7.0,2010.0,26500.0
3998,https://www.automobile.tn/fr/occasion/citroen/jumpy-fourgon/47413,Citroen,Jumpy,Diesel,174000.0,7.0,2009.0,26500.0
3999,https://www.automobile.tn/fr/occasion/renault/clio-campus/45033,Renault,Clio,Essence,189000.0,4.0,2011.0,26900.0
4000,https://www.automobile.tn/fr/occasion/renault/symbol/48283,Renault,Symbol,Essence,186000.0,5.0,2016.0,26900.0
4001,https://www.automobile.tn/fr/occasion/citroen/c5/47192,Citroen,C5,Diesel,228000.0,6.0,2009.0,26900.0
4002,https://www.automobile.tn/fr/occasion/opel/corsa/46828,Opel,Corsa,Essence,106000.0,5.0,2015.0,26900.0
4003,https://www.automobile.tn/fr/occasion/volkswagen/passat/48672,Volkswagen,Passat,Essence,205000.0,7.0,2006.0,27500.0
4004,https://www.automobile.tn/fr/occasion/peugeot/207-cc/46951,Peugeot,207 CC,Essence,131000.0,7.0,2011.0,27500.0
4005,https://www.automobile.tn/fr/occasion/ford/ka/47262,Ford,Ka,Essence,87000.0,4.0,2016.0,27900.0
4006,https://www.automobile.tn/fr/occasion/volkswagen/scirocco/48943,Volkswagen,Scirocco,Essence,155000.0,9.0,2009.0,28500.0
4007,https://www.automobile.tn/fr/occasion/ford/ka/48895,Ford,Ka,Essence,85000.0,4.0,2016.0,28500.0
4008,https://www.automobile.tn/fr/occasion/fiat/fiorino/46649,Fiat,Fiorino,Diesel,148000.0,5.0,2017.0,28500.0
4009,https://www.automobile.tn/fr/occasion/ford/ka/48889,Ford,Ka,Essence,42000.0,4.0,2016.0,28500.0
4010,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/48411,Mercedes-Benz,Classe C,Essence,259000.0,11.0,2001.0,28900.0
4011,https://www.automobile.tn/fr/occasion/citroen/c4-picasso/44630,Citroen,C4 Picasso,Diesel,202000.0,6.0,2011.0,29500.0
4012,https://www.automobile.tn/fr/occasion/citroen/c5/44469,Citroen,C5,Essence,142000.0,9.0,2013.0,29900.0
4013,https://www.automobile.tn/fr/occasion/volkswagen/passat/48818,Volkswagen,Passat,Diesel,222000.0,6.0,2009.0,29500.0
4014,https://www.automobile.tn/fr/occasion/citroen/nemo/48839,Citroen,Nemo,Essence,91000.0,5.0,2015.0,30000.0
4015,https://www.automobile.tn/fr/occasion/peugeot/3008/49074,Peugeot,3008,Essence,174000.0,7.0,2011.0,32500.0
4016,https://www.automobile.tn/fr/occasion/toyota/yaris-sedan/48840,Toyota,Yaris,Essence,83000.0,5.0,2014.0,30000.0
4017,https://www.automobile.tn/fr/occasion/peugeot/208/49033,Peugeot,208,Essence,58000.0,5.0,2016.0,35000.0
4018,https://www.automobile.tn/fr/occasion/volkswagen/scirocco/46381,Volkswagen,Scirocco,Essence,152000.0,9.0,2010.0,34000.0
4019,https://www.automobile.tn/fr/occasion/ssangyong/actyon-sports/46917,Ssangyong,Actyon,Diesel,235000.0,7.0,2013.0,35000.0
4020,https://www.automobile.tn/fr/occasion/citroen/ds4/48502,Citroen,DS4,Essence,173000.0,7.0,2013.0,35500.0
4021,https://www.automobile.tn/fr/occasion/citroen/c5/47095,Citroen,C5,Diesel,185000.0,6.0,2011.0,35000.0
4022,https://www.automobile.tn/fr/occasion/bmw/serie-5/48905,BMW,Serie 5,Essence,229000.0,10.0,2008.0,36000.0
4023,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/48101,Volkswagen,Golf 6,Diesel,191000.0,5.0,2010.0,35000.0
4024,https://www.automobile.tn/fr/occasion/renault/clio/49002,Renault,Clio,Essence,44000.0,4.0,2017.0,36000.0
4025,https://www.automobile.tn/fr/occasion/toyota/yaris/49016,Toyota,Yaris,Essence,46000.0,4.0,2017.0,36000.0
4026,https://www.automobile.tn/fr/occasion/mazda/6/48173,Mazda,6,Essence,141000.0,9.0,2013.0,36500.0
4027,https://www.automobile.tn/fr/occasion/ford/focus-berline/43118,Ford,Focus,Essence,67000.0,7.0,2014.0,40900.0
4028,https://www.automobile.tn/fr/occasion/jeep/patriot/47780,Jeep,Liberty,Diesel,168000.0,9.0,2008.0,40000.0
4029,https://www.automobile.tn/fr/occasion/audi/a4/49031,Audi,A4,Essence,165000.0,7.0,2011.0,40000.0
4030,https://www.automobile.tn/fr/occasion/kia/sorento/47409,Kia,Sorento,Diesel,207000.0,12.0,2010.0,41500.0
4031,https://www.automobile.tn/fr/occasion/fiat/500/48229,Fiat,500,Essence,41000.0,4.0,2016.0,41500.0
4032,https://www.automobile.tn/fr/occasion/citroen/c4-cactus/48466,AC,Cobra,Essence,58000.0,5.0,2016.0,42500.0
4033,https://www.automobile.tn/fr/occasion/bmw/serie-3-coupe/47344,BMW,Serie 3,Essence,160000.0,7.0,2008.0,44000.0
4034,https://www.automobile.tn/fr/occasion/renault/symbol/48944,Renault,Symbol,Essence,77000.0,5.0,2015.0,28900.0
4035,https://www.automobile.tn/fr/occasion/toyota/rav-4/49185,Toyota,RAV 4,Diesel,289000.0,8.0,2003.0,26500.0
4036,https://www.automobile.tn/fr/occasion/renault/laguna/49186,Renault,Laguna,Essence,137000.0,8.0,2002.0,18900.0
4037,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/49161,Volkswagen,Tiguan,Essence,138000.0,9.0,2010.0,46000.0
4038,https://www.automobile.tn/fr/occasion/isuzu/d-max-dc/47635,Isuzu,D-MAX,Diesel,104000.0,8.0,2014.0,85000.0
4039,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/49162,Mercedes-Benz,Classe E,Essence,226000.0,11.0,2006.0,39500.0
4040,https://www.automobile.tn/fr/occasion/bmw/x5/47263,BMW,X5,Essence,281000.0,19.0,2007.0,54500.0
4041,https://www.automobile.tn/fr/occasion/fiat/linea/48673,Fiat,Linea,Essence,195000.0,6.0,2010.0,18000.0
4042,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/48993,Volkswagen,Golf 7,Essence,166000.0,5.0,2013.0,45000.0
4043,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/48531,Volkswagen,Golf 7,Diesel,187000.0,5.0,2013.0,44500.0
4044,https://www.automobile.tn/fr/occasion/citroen/jumpy-combi/48687,Citroen,Jumpy,Diesel,94000.0,5.0,2017.0,45000.0
4045,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/46650,BMW,Serie 1,Essence,202000.0,6.0,2012.0,44500.0
4046,https://www.automobile.tn/fr/occasion/volkswagen/caddy/49001,Volkswagen,Caddy,Diesel,64000.0,5.0,2017.0,44500.0
4047,https://www.automobile.tn/fr/occasion/bmw/serie-5/47638,BMW,Serie 5,Essence,206000.0,12.0,2006.0,44500.0
4048,https://www.automobile.tn/fr/occasion/suzuki/ciaz/46044,Suzuki,Samurai,Essence,57000.0,5.0,2017.0,43900.0
4049,https://www.automobile.tn/fr/occasion/audi/a4/45838,Audi,A4,Essence,84000.0,9.0,2009.0,44500.0
4050,https://www.automobile.tn/fr/occasion/mitsubishi/pajero/47104,Mitsubishi,Pajero,Diesel,154000.0,9.0,1999.0,44500.0
4051,https://www.automobile.tn/fr/occasion/mini/3-portes/48061,mini,Cooper,Essence,109000.0,4.0,2013.0,43500.0
4052,https://www.automobile.tn/fr/occasion/ford/focus/48347,Ford,Focus,Essence,91000.0,6.0,2015.0,43000.0
4053,https://www.automobile.tn/fr/occasion/kia/rio/48350,Kia,Rio,Essence,17000.0,5.0,2017.0,43000.0
4054,https://www.automobile.tn/fr/occasion/volkswagen/passat/49195,Volkswagen,Passat,Diesel,177000.0,6.0,2008.0,30000.0
4055,https://www.automobile.tn/fr/occasion/peugeot/208/49193,Peugeot,208,Essence,45000.0,5.0,2018.0,42000.0
4056,https://www.automobile.tn/fr/occasion/peugeot/bipper/48885,Peugeot,Bipper,Diesel,173000.0,6.0,2016.0,22900.0
4057,https://www.automobile.tn/fr/occasion/isuzu/d-max-dc/43129,Isuzu,D-MAX,Diesel,155000.0,8.0,2012.0,61000.0
4058,https://www.automobile.tn/fr/occasion/volkswagen/jetta/49138,Volkswagen,Jetta,Essence,137000.0,7.0,2009.0,32500.0
4059,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/48365,Mercedes-Benz,Classe E,Diesel,201000.0,9.0,2012.0,78000.0
4060,https://www.automobile.tn/fr/occasion/bmw/serie-3-coupe/47691,BMW,Serie 3,Essence,159000.0,7.0,2008.0,39900.0
4061,https://www.automobile.tn/fr/occasion/kia/picanto/49073,Kia,Picanto,Essence,70000.0,5.0,2014.0,33500.0
4062,https://www.automobile.tn/fr/occasion/audi/a4/47777,Audi,A4,Diesel,208000.0,8.0,2009.0,43000.0
4063,https://www.automobile.tn/fr/occasion/ford/focus/49027,Ford,Focus,Essence,247000.0,6.0,2007.0,19500.0
4064,https://www.automobile.tn/fr/occasion/peugeot/3008/48525,Peugeot,3008,Diesel,207000.0,6.0,2011.0,43000.0
4065,https://www.automobile.tn/fr/occasion/nissan/qashqai2/48777,Nissan,Qashqai,Diesel,180000.0,6.0,2010.0,45000.0
4066,https://www.automobile.tn/fr/occasion/volkswagen/passat-cc/45319,Volkswagen,Passat CC,Essence,174000.0,9.0,2009.0,43000.0
4067,https://www.automobile.tn/fr/occasion/baic-yx/kenbo-s3/47743,Audi,A4,Essence,60000.0,7.0,2016.0,46500.0
4068,https://www.automobile.tn/fr/occasion/volkswagen/caddy/48103,Volkswagen,Caddy,Diesel,75000.0,5.0,2017.0,45000.0
4069,https://www.automobile.tn/fr/occasion/bmw/serie-5/48908,BMW,Serie 5,Essence,145000.0,11.0,2007.0,47000.0
4070,https://www.automobile.tn/fr/occasion/peugeot/2008/48565,Peugeot,2008,Essence,126000.0,5.0,2015.0,46500.0
4071,https://www.automobile.tn/fr/occasion/seat/leon-sc/47799,Seat,Leon,Essence,78000.0,6.0,2015.0,47500.0
4072,https://www.automobile.tn/fr/occasion/peugeot/pickup/48909,Peugeot,Tepee,Diesel,36000.0,8.0,2017.0,47500.0
4073,https://www.automobile.tn/fr/occasion/kia/cerato/43561,Kia,Cerato,Essence,120000.0,8.0,2015.0,47900.0
4074,https://www.automobile.tn/fr/occasion/porsche/cayenne/45210,Porsche,Cayenne,Essence,189000.0,19.0,2003.0,47900.0
4075,https://www.automobile.tn/fr/occasion/mini/countryman/48575,mini,Country Man,Essence,214000.0,6.0,2011.0,47900.0
4076,https://www.automobile.tn/fr/occasion/jeep/grand-cherokee/47694,Jeep,Grand Cherokee,Diesel,205000.0,15.0,2006.0,48500.0
4077,https://www.automobile.tn/fr/occasion/peugeot/boxer/48456,Peugeot,Boxer,Diesel,109000.0,7.0,2015.0,49500.0
4078,https://www.automobile.tn/fr/occasion/seat/leon-sc/48927,Seat,Leon,Essence,60000.0,6.0,2016.0,48500.0
4079,https://www.automobile.tn/fr/occasion/citroen/c3/48773,Citroen,C3,Essence,26000.0,4.0,2019.0,49500.0
4080,https://www.automobile.tn/fr/occasion/seat/leon-sc/47038,Seat,Leon,Essence,27000.0,6.0,2016.0,49500.0
4081,https://www.automobile.tn/fr/occasion/nissan/qashqai2/48717,Nissan,Qashqai,Diesel,161000.0,6.0,2012.0,52000.0
4082,https://www.automobile.tn/fr/occasion/suzuki/baleno/47979,Suzuki,Baleno,Essence,65000.0,5.0,2017.0,52000.0
4083,https://www.automobile.tn/fr/occasion/bmw/serie-3/47883,BMW,Serie 3 GT,Essence,182000.0,8.0,2011.0,53000.0
4084,https://www.automobile.tn/fr/occasion/bmw/x1/41779,BMW,X1,Essence,188000.0,9.0,2010.0,53900.0
4085,https://www.automobile.tn/fr/occasion/wallyscar/izis/45549,Smart,Smart,Essence,10000.0,4.0,2018.0,52000.0
4086,https://www.automobile.tn/fr/occasion/honda/city/47511,Honda,City,Essence,55000.0,7.0,2017.0,54000.0
