,lien,Kilométrage,Année,Marque,Modèle,Carburant,Puissance fiscale,Couleur du véhicule,Etat du véhicule,Type de carrosserie,Boite,Cylindrée,Description,Prix
1883,https://www.tayara.tn//listings/voitures-9/dcd11b8a-dc6b-43ef-b9fd-f0bb177d9e42/زولاط-خليجية-ماشية-120,120000.0,2018.0,Isuzu,D-MAX,Diesel,8.0,Blanc,Avec kilométrage,Pick up,Manuelle,2.5, مزالت تتعدي علي ليزنق ماشية 120  رقم الهاتف  98717849,51000.0
1884,https://www.tayara.tn//listings/voitures-9/cf11f399-a7e4-43ad-912f-00af327ef2ee/307-hdi,354123.0,2007.0,Peugeot,307 SW,Diesel,5.0,Noir,Avec kilométrage,Monospace,Manuelle,1.6, Très bon état. moteur récemment changé. Spacieuse - Familiale - climatisé. Toit panoramique. jamais servis comme TAXI. 5cv DIESEL. VIGENETTE 2020. VISITE TECHNIQUE 20/08/2020. 21590642.,18900.0
1885,https://www.tayara.tn//listings/voitures-9/ed912d34-1828-4f85-aca3-82c31dc6d2a5/excellente-fiat-500,47000.0,2016.0,Fiat,500,Essence,4.0,Violet,Avec kilométrage,Compacte,Automatique,1.2, A vendre Fiat 500 Boite automatique 4CV essence intérieur et extérieur en excellente état toutes options : Climatisation Toit panoramique Airbags Frontaux | Latéraux | Rideaux | Genoux Vitres électriques Ordinateur du Bord Contrôle pression pneus ABS/ASR Jantes allu Poste MP3-4 avec commandes au volent/ écran tactile couleur Bluetooth | Tel | USB/AUX Rétros électriques Feux LED Avant/AR Direction assistée avec option City,39300.0
1886,https://www.tayara.tn//listings/voitures-9/4c5b088a-0211-44bf-8664-f8981bd8c7d5/volkswagen-polo-5-essence-propre-et-bien-entretenu,240000.0,2003.0,Volkswagen,Polo,Essence,4.0,Gris,Avec kilométrage,Compacte,Manuelle,1.2," Une polo 5 4ch de 2003 a vendre bien entretenu et propre Toute options : - climatiseur - vitres électriques - fermeture centrale - alarme d'origine (méta système) - direction assisté - fermeture automatique des vitres Moteur récemment réviser a roulé moins de 10000 KLM ( nouvelle chaîne de distribution, croix, tendeur, chemise... Et aussi tout les fluides sont purger et nouveaux huile direction, boîte de vitesse, eau radiateur d'origine...) plus d'informations pour les sérieux 26 350 643",15600.0
1887,https://www.tayara.tn//listings/voitures-9/a6ff8ca6-f99e-46c3-ab77-8f21719ae699/-great-wall-série-200-premier-main,34000.0,2017.0,Autres,Autres,Essence,6.0,Noir,Avec kilométrage,Compacte,Manuelle,1.5, À VENDRE Great Wall série 200 premier main 14/09/2017 - 34 000 km ( 06 CV essence 1.5 L ☎️ 22 227 007 ☎️ 53 939 007 ⚠️ Prix : 39 000 DT Options & équipements -volant multifonction -volant et pommeau cuir -intérieur cuir -jantes alu -rétroviseurs électriques -4 vitres électriques -accoudoir central avant -climatisation -caméra de recul -écran couleur tactile -ordinateur de bord -prise audio -volant cuir -détecteur de pluie -essuie-glaces automatiques -feux automatiques -feux de jour LED -Disponible sur RDV à notre showroom CARhabti -118 RUE IBEN JAZZAR DERRIÈRE CARREFOUR LA MARSA ☎️22227007- 53 939 007,39000.0
1888,https://www.tayara.tn//listings/voitures-9/dd367ea7-fb09-46c1-a1db-f161a68f3761/citroën-c4-boîte-auto-série-154,100000.0,2012.0,Citroen,C4,Essence,7.0,Noir,Avec kilométrage,Compacte,Automatique,1.6, A VENDRE Citroën C4 boîte auto SÉRIE 154 Année:11/ 11/2011.( 100 000 km. 7 CV essence 1.6 L ⚠️ Prix : 32 800 DT ☎️ 22 227 007 ☎️ 53 939 007 Options & équipements -volant multifonction -jantes alliages -rétroviseurs rabattables électriquement -rétroviseurs électriques et dégivrant -accoudoir avant -climatronic -kit téléphone main libre -ordinateur de bord -prise audio USB -régulateur de vitesse -limiteur de vitesse -volant cuir -détecteur de pluie -feux automatiques Disponible sur RDV à notre showroom CARhabti -118 RUE IBEN JAZZAR DERRIÈRE CARRFOUR LA MARSA ☎️22227007- 53 939 007,32800.0
1889,https://www.tayara.tn//listings/voitures-9/28dff6fb-a10a-4c88-a503-f4d32ce798e8/honda-city-boîte-auto-série-201-première-main,48000.0,2018.0,Honda,City,Essence,7.0,Blanc,Nouveau,Berline,Automatique,1.5, À VENDRE Honda City boîte auto Série 201 Modele 21/11/2017. 48 000 km. ( 7 CV essence) 1.5L ⚠️ Prix 49 800 DT ☎️ 22 227 007 ☎️ 53 939 007 Options & équipements -bouton Start Stop -volant multifonction -palette au volant -grand écran Android - 4 vitres électriques -accoudoir central avant -accoudoir central arrière -climatisation -feu d'ambiance -kit téléphone main libre -ordinateur de bord -prise audio USB -fiche HDMI -régulateur de vitesse -volant cuir -détecteur de pluie -essuie-glaces automatiques -radar de recul -feux automatiques -feux xénon -feux LED -feux de jour LED -antibrouillard -Disponible sur RDV à notre showroom CARhabti -118 RUE IBEN JAZZAR DERRIERE CARRFOUR LA MARSA ☎️22227007- 53 939 007,49800.0
1890,https://www.tayara.tn//listings/voitures-9/58d1a42a-213b-40d1-a0f4-7d3f40eff311/peugeot-508,163000.0,2012.0,Peugeot,508,Essence,7.0,Gris,Avec kilométrage,Berline,Automatique,1.6, Tél : 23 488 038 Modèle : Peugeot 508 Année : fin 2012 Km : 163.000 Boite Automatique / 6 rapports   Emplacement : Sousse / Kantaoui  Carburant : Essence 7cv PRIX : 32.200 dt (Discutable) Tél : 23 488 038 radar de recule avant et arrière Abs  régulateur de vitesse Volant multifonctions Salon cuir d'origine Peugeot 8 airbags 4 vitres électriques Climatronic bizone Rétroviseur rabattable électriques rétroviseur intérieur anti lumière Calandre et encadrement des vitres chromé Tableau de bord à effet carbone Capteur de luminosité et de pluie Tél : 23 488 038 Jante aluminium par 16 antibrouillards Accoudoir avant et arrière  Chaise pilote réglable avec réglage lombaires fixation isofix double clé avec commande Voiture encore neuf et prestigieuse et tout d'origines CONTACTEZ le : 23 488 038,32200.0
1891,https://www.tayara.tn//listings/voitures-9/4975f062-9a7d-458d-8a4b-cd21a9a94995/voiture-,890000.0,1986.0,Mercedes-Benz,190,Essence,4.0,Gris,Avec kilométrage,Autres,Manuelle,>4.0, Bon état ,5000.0
1892,https://www.tayara.tn//listings/voitures-9/42dca450-7a83-4db3-883a-2c910da8986e/vente-voiture-c3,125000.0,2017.0,Citroen,C3,Essence,4.0,Blanc,Avec kilométrage,Compacte,Manuelle,1.3, vente c3 perutech live,37000.0
1893,https://www.tayara.tn//listings/voitures-9/89f60a42-d366-4867-9980-3a49b82f14c6/a-vendre-ford,130000.0,2011.0,Ford,Focus,Essence,6.0,Noir,Nouveau,Utilitaire,Manuelle,1.4, 98269921,21000.0
1894,https://www.tayara.tn//listings/voitures-9/30b80106-eeef-4e70-986a-059badab1ef7/polo6,160000.0,2006.0,Volkswagen,Polo,Essence,5.0,Gris,Nouveau,Compacte,Manuelle,1.2, Voiture en bonne état double arbracam toute option sof clim,16000.0
1895,https://www.tayara.tn//listings/voitures-9/f3c0fca8-d1e6-49b7-8c48-38478def0f35/opel-astra-1er-main,400000.0,2001.0,Opel,Astra,Diesel,4.0,Bleu,Nouveau,Compacte,Manuelle,1.5, Toute option,12000.0
1896,https://www.tayara.tn//listings/voitures-9/a4858bd7-de22-43c6-a125-4c9769d1743d/polo6-sdi-58607464,0.0,2008.0,Volkswagen,Polo,Diesel,4.0,Jaune,Avec kilométrage,Compacte,Manuelle,1.4, Polo6 sdi jamais touché moteur inpecable Polo6 karhba ndiffa barcha prix un peut négociable pour les sérieux,14500.0
1897,https://www.tayara.tn//listings/voitures-9/4c2a3e3c-a755-4281-8362-abddc68580de/kia-rio,97000.0,2016.0,Kia,Rio,Essence,5.0,Bleu,Avec kilométrage,Monospace,Manuelle,1.4, Kia Rio tout neuve première main en très bonne état jamais accidenté dispo à Sousse,37000.0
1898,https://www.tayara.tn//listings/voitures-9/e6b808a5-05b7-4f9c-b90e-edbd55a1f9b0/citroën-c1,135000.0,2012.0,Citroen,C1,Essence,4.0,Rouge,Nouveau,Berline,Manuelle,<1.0, tout origine emporté jamais touché état neuf,21700.0
1899,https://www.tayara.tn//listings/voitures-9/d0a42e97-7e6e-4391-8aec-c4e63c426fa4/fiat-ducato,300000.0,2009.0,Fiat,Ducato,Diesel,9.0,Blanc,Nouveau,Autres,Manuelle,>4.0," a vendre fiat ducato 9cv année 2009 moteur iveco 2,5 klm 300,000 d'origine, peinture origine , 4 pneus neuf, serie 201, pareprise origine, diesel  prix 16.000 numéro 98688914",16000.0
1900,https://www.tayara.tn//listings/voitures-9/f3ba5cba-eaaf-45e5-ab93-5bae5d32aae1/peugeot-partner-,210000.0,2005.0,Peugeot,Partner,Diesel,7.0,Blanc,Avec kilométrage,Autres,Manuelle,1.9, Peugeot Partner  assister / moteur jdid  contacter 94023701,11500.0
1901,https://www.tayara.tn//listings/voitures-9/2a39e3c6-5d35-4cee-a961-80a4d885a2b2/fiat-siena,-387000.0,2005.0,Fiat,Siena,Essence,5.0,Bleu,Avec kilométrage,Compacte,Manuelle,1.6, FIAT SIENA,15000.0
1902,https://www.tayara.tn//listings/voitures-9/1f447a97-db46-4115-9f3f-1c010b49ca97/a-vendre-opel-corsa,170000.0,2000.0,Opel,Corsa,Essence,4.0,Noir,RS,Berline,Manuelle,1.2, A vendre opel corsa model 2000 4ch 4 cylindre moteur jdide karahba nthifa prix négociable 11000.dt Awra9ha kol 5alsin,11000.0
1903,https://www.tayara.tn//listings/voitures-9/8461a2bb-00cb-4fe9-baca-9d1af5e1b693/chevrolet-captiva-,270000.0,2009.0,Chevrolet,Captiva,Diesel,8.0,Noir,Avec kilométrage,4 x 4,Manuelle,1.2, À vendre chevrolet captiva 1ère main  Tout option  Prix légèrement négociable  Téléphone 29 413 626 ,42000.0
1904,https://www.tayara.tn//listings/voitures-9/a69b4eb3-c6c1-44b8-8900-a321c0c58622/voiture-peugeot-expert-9-places,1000.0,1997.0,AC,Cobra,Diesel,7.0,Blanc,Nouveau,Autres,Manuelle,3.0, voiture peugeot expert 9 places moteur partner normal en tres bonne etat contacter : 22100268,9000.0
1905,https://www.tayara.tn//listings/voitures-9/a299ee50-e1f8-49da-a691-179d1951069f/dmax-ndhifa-93373392,300000.0,2011.0,Isuzu,D-MAX,Diesel,10.0,Blanc,Avec kilométrage,Compacte,Manuelle,2.5, karhba ndhifa kol chay marech  93373392,36000.0
1906,https://www.tayara.tn//listings/voitures-9/96c7a19c-ed5a-455c-9353-28d1fc9e25c4/a-vendre-pièces-auto-bmw,120000.0,2017.0,BMW,X3,Essence,7.0,Autre,Nouveau,Autres,Automatique,1.5, Moteur BMW 318i F30 3 CYLINDRES  150CV 1.5 Essence  Boite de vitesse automatique Levier de vitesse Tableau de bord 4 roues jantes aluminium 2 phares Av   2 Feux Ar   Bmw 318 i F30,20000.0
1907,https://www.tayara.tn//listings/voitures-9/e5b70527-99ec-4860-b993-cadcc14742d3/kia-rio-très-bon-état-,167000.0,2010.0,Kia,Rio,Essence,6.0,Gris,Avec kilométrage,Berline,Manuelle,1.6," A vendre KIA Rio année 2010: - première main - 167 000 KM - jantes aluminium - ABS - antibrouillards  - 4 vitres électriques, fermeture/ouverture centrale - ....",25500.0
1908,https://www.tayara.tn//listings/voitures-9/dd054e64-3a0a-491c-9ced-cdb39dec0a52/seat-léon,100000.0,2014.0,Seat,Leon,Essence,6.0,Blanc,Avec kilométrage,Compacte,Automatique,1.2, A vendre seat leon 1er main très propre Peinture d'origine Anné 2014 Moteur 4 cylindres essence 1.2 TSI 110 ch Consommation mixte 5.1 L/100 6 chevaux 98000 km (kilométrage certifié) Toutes les entretiens effectuées chez maison seat avec carnet d'entretien Boite automatique 7 rapports ABS/ASR Toit panoramique Rétroviseur électrique rabattable Rétroviseur intérieur anti-éblouissement Radars de recul AV et AR Climatronic bi-zone Phares full LED AV et AR  Bi-xénon (code et phare) détecteur de pluie et de lumière automatique Volant cuir multifonctions Regulateur/limiteur de vitesse Double clé Vitres teintées d'origine Poste tactile /bluetooth/aux/usb/carte SD Jantes alu 17 pouces Disponible a cité ennaser Prix : 45.000 négociable Num : 25426445,45000.0
1909,https://www.tayara.tn//listings/voitures-9/d04448a6-0f53-4e67-8140-c7654bea3608/peugeot-205-junior,200000.0,1991.0,Peugeot,205,Essence,4.0,Blanc,Nouveau,Autres,Manuelle,>4.0, a vendre peugeot 205 junior 4cv année 1991 essence  prix 7500  numéro 25772476,7500.0
1910,https://www.tayara.tn//listings/voitures-9/2b5e4d28-f6a8-48a3-ad54-adc708b8f93d/mercedes-avant-garde-boite-automatique-,122000.0,2012.0,Mercedes-Benz,Classe C,Essence,9.0,Noir,Avec kilométrage,Berline,Automatique,1.8, Avant garde boite automatique 122000km,70000.0
1911,https://www.tayara.tn//listings/voitures-9/9312e526-8e15-4f43-8abb-84e22b04a17c/fousaa-mazda-3-2013,250000.0,2013.0,Mazda,3,Essence,6.0,Blanc,Avec kilométrage,Compacte,Manuelle,1.4, Mazda 3 ndifa. 0000 masrouf,25500.0
1912,https://www.tayara.tn//listings/voitures-9/c5920e0e-e84e-4065-8479-ddeb6a30ad78/a-vendre,113000.0,2012.0,Peugeot,206+,Essence,4.0,Blanc,Avec kilométrage,Autres,Manuelle,1.2, A vendre 206+ première main 50175470,23000.0
1913,https://www.tayara.tn//listings/voitures-9/15915ebc-6134-44e1-a008-0e2d4ea034b8/clio-5-,220984.0,2004.0,Autres,Autres,Essence,1.0,Rouge,Avec kilométrage,Autres,Manuelle,<1.0, clio 5 rouge tout option....numéro 92853242.......,19200.0
1914,https://www.tayara.tn//listings/voitures-9/d4394c9f-60f9-4970-bdb7-a744447032dc/peugeot-307sw-tout-option,205000.0,2007.0,Peugeot,307 SW,Diesel,6.0,Noir,Avec kilométrage,Berline,Manuelle,1.6, 22459502/51777221,24000.0
1915,https://www.tayara.tn//listings/voitures-9/5783738e-e1d2-49b6-bf31-d9644c4ca3d0/à-vendre-bmw-320i,290000.0,2006.0,BMW,Serie 3,Essence,9.0,Noir,Avec kilométrage,Berline,Automatique,2.0, À vendre bmw e90 année 2006,18500.0
1916,https://www.tayara.tn//listings/voitures-9/41731c38-f82b-4b48-a584-47d8e3ed44a8/une-belle-citroen-ax-model-1998,1488855.0,1998.0,Citroen,AX,Essence,4.0,Blanc,RS,Compacte,Manuelle,1.2, N':21278438 UNE BELLE OCASION,4000.0
1917,https://www.tayara.tn//listings/voitures-9/00caece5-fd18-4d90-b9d8-70cc0e768209/clio-bombé-,300000.0,1999.0,Renault,Clio,Essence,4.0,Bleu,Nouveau,Autres,Manuelle,>4.0, En très bon état ,13500.0
1918,https://www.tayara.tn//listings/voitures-9/33f91808-4ca8-452c-a862-824752f4469c/golf-6-1-4,115000.0,2012.0,Volkswagen,Golf 6,Essence,5.0,Beige,Avec kilométrage,Compacte,Manuelle,1.4, GOLF 6 1.4 ,39000.0
1919,https://www.tayara.tn//listings/voitures-9/afd5e364-cc3f-4499-864c-a9e8abe3159e/530-d-e39,320000.0,2000.0,BMW,Serie 5,Diesel,11.0,Gris,Avec kilométrage,Berline,Manuelle,3.0, BMW 530 D état d'origine tout en marche aucun défaut aucun problème très propre faible kilométrage jamais accidentée  Vitres électriques  rétroviseurs électriques  sièges électriques  lecteur CD avec chargeur 6 CD  jantes aluminium d'origine  4 pneus neufs... le prix est légèrement négligeable  téléphone 28 44 55 50,29800.0
1920,https://www.tayara.tn//listings/voitures-9/79b55bd2-573a-466c-9d44-5c447a78f0ee/toyota-yaris-dans-l'emballage,15000.0,2017.0,Toyota,Yaris,Essence,4.0,Gris,Nouveau,Compacte,Manuelle,3.0, Toyota Yaris encore sous garantie seulement 15000 km age 2 ans et demie toutes options + radar de recul,35000.0
1921,https://www.tayara.tn//listings/voitures-9/f37c4656-25b8-4b40-adf0-88aa9607981f/pollo-fox,30000.0,1990.0,Autres,Autres,Essence,5.0,Rouge,Avec kilométrage,Autres,Automatique,1.1, Pollo fox 98519153.,4700.0
1922,https://www.tayara.tn//listings/voitures-9/0891767e-2eb3-4631-9635-7773ab7257c7/citroën-jumpy-,250000.0,2010.0,Citroen,Jumpy,Diesel,5.0,Blanc,Nouveau,Autres,Manuelle,1.6, Citroën jampy 3place  mte3 charika leli iheb yekseb,16000.0
1923,https://www.tayara.tn//listings/voitures-9/c8a5eec3-6246-43ca-88d6-666c4e31c2c9/fiât-doblo-1-3,280000.0,2013.0,Fiat,Doblo,Diesel,5.0,Blanc,Avec kilométrage,Utilitaire,Manuelle,1.3, Turbo endommagé,14000.0
1924,https://www.tayara.tn//listings/voitures-9/11bca100-565b-44c4-ac04-1f5e3ab93aa8/citroën-b9,220000.0,2012.0,Citroen,Berlingo,Diesel,6.0,Blanc,Nouveau,Berline,Manuelle,2.0, Karhba ndhifa d'origine moteur mbadel andou 4 moin visit valables 22 janvier 2021 avec camera de recule numero 54907979,18500.0
1925,https://www.tayara.tn//listings/voitures-9/0dfca602-e5fb-4402-8a12-c001ddcd47ba/megane-phase-2-essence-1-4-16-v,211000.0,2006.0,Renault,Megane,Essence,6.0,Noir,Avec kilométrage,Berline,Manuelle,1.4," Avendre une belle megane essence Tout options Direction assisster Abs  Climatiseur en marche tres froid Radio cd, avec aux Feux xenon Salon semi cuir Accoudoirt avant Volant reglable en hauteur et profondeur 2 vitre electrique Fermeture centralise a distance Commande au volant  Double carte Jante alu Airbag frontaux, lateraux Jamais accidenter. A l'etat d'origine Moteur impecable zero defaut 2 nouveau roue  Kit chaine jdida  Kilometrage : 211 klm 22 07 07 48",18500.0
1926,https://www.tayara.tn//listings/voitures-9/8c004175-e6ce-4480-a1a8-33b5ab4a7aaf/c4-diesel-toutes-options-ndhifa-barcha-par-tel-svp-29207737,19000.0,2006.0,Citroen,C4,Diesel,6.0,Noir,Avec kilométrage,Berline,Manuelle,1.6, C4 diesel toutes options ndhifa barcha Deriction assisté 4 Vitres électriques Fren abs Volant cuir et Multifonctions Retreviseur électrique et chaufonte Regilateur et limiteurs de vitesse Climatronnic b zone Capteurs de feux et pluie ☔ Ropose à main basse Chaises regiable et choufant Mirror intiligent Feux entibriare avant et arrière 29207737,21000.0
1927,https://www.tayara.tn//listings/voitures-9/c54876b7-5698-4851-b820-7998502cadd3/avendre-golf-5-importé-toutes-options,177000.0,2008.0,Volkswagen,Golf 5,Diesel,5.0,Bleu,Avec kilométrage,Autres,Manuelle,1.9, Golf 5 ndhifa en bonne état et toutes options importé de Allemagne bonne occasion (prix négociable)  N'hésitez pas à contacter 54460632 Merci d'avance,25000.0
1928,https://www.tayara.tn//listings/voitures-9/ebf4efb1-4ad2-45ed-8435-2ea45bd6ce53/citroën-,128000.0,2016.0,Citroen,2 CV,Diesel,8.0,Blanc,Avec kilométrage,Autres,Automatique,<1.0, CITROËN NEMO BUSINESS ( COMMERCIAL) Citroën Nemo BUSINESS ( commercial) MARQUE : Citroen... KILOMÉTRAGE : 128 km... PUISSANCE FISCALE : 5 Cv... MODÈLE : Nemo citrone ... ANNÉE-MODÈLE : 2016... MISE EN CIRCULATION : 12/2016... COULEUR : Blanc... NOMBRE DE PLACE(S): 2... BOÎTE DE VITESSE : Manuelle... CARBURANT : Diesel... Intérieur et confort : - ordinateur de bord... - bluetooth... - pack confort... - radio CD USB MP3... - climatisation... - disponible à l'ariana.,25000.0
1929,https://www.tayara.tn//listings/voitures-9/0a2ccacf-c956-4277-9fe9-0d1726903593/audi-a3,150000.0,2013.0,Audi,A3,Essence,6.0,Noir,Avec kilométrage,Utilitaire,Manuelle,>4.0, Audi A3 Asline,42500.0
1930,https://www.tayara.tn//listings/voitures-9/b5d92546-1336-4420-8458-097fe8def603/peugeot-205-junior,200000.0,1994.0,Peugeot,205,Essence,4.0,Rouge,Avec kilométrage,Berline,Manuelle,1.4, Peugeot 205 junior en bonne état .modèle 1994 .essence 4cv .tous papier en règle ,6500.0
1931,https://www.tayara.tn//listings/voitures-9/e354e358-cda1-4c49-b77f-187989c10d80/fiat-palio-2,160000.0,2006.0,Fiat,Palio,Essence,4.0,Gris,Nouveau,Compacte,Manuelle,1.2," Fiat Palio 2 modèle 2006 , 4 chv essence , km 160000  Fermeture central à distance , Assistée , clmatisée  Vitres électriques , Moteur fire , batterie neuf  Carrosserie et peinture d'origine , intérieur propre  Tel : 97138017",15800.0
1932,https://www.tayara.tn//listings/voitures-9/6519e74b-e850-4ee4-9e73-eeeeaee11af2/voiture-citroën,181000.0,2016.0,Citroen,Nemo,Diesel,5.0,Blanc,Avec kilométrage,Autres,Manuelle,<1.0, Citroën Nemo BUSINESS ( commercial) MARQUE : Citroen... série : 181 KILOMÉTRAGE : 128 km... PUISSANCE FISCALE : 5 Cv... MODÈLE : Nemo citrone ... ANNÉE-MODÈLE : 2016... MISE EN CIRCULATION : 12/2016... COULEUR : Blanc... NOMBRE DE PLACE(S): 2... BOÎTE DE VITESSE : Manuelle... CARBURANT : Diesel... Intérieur et confort : - ordinateur de bord... - bluetooth... - pack confort... - radio CD USB MP3... - climatisation... - disponible à l'ariana.,25000.0
1933,https://www.tayara.tn//listings/voitures-9/b9768f63-8b07-4016-8903-04d4eb0a828c/symbole-,100000.0,2010.0,Renault,Symbol,Essence,5.0,Noir,Avec kilométrage,Autres,Manuelle,1.4," Je vends ma voiture de marque Renault model symbole en bon état, jamais accidenté, peinture d’origine  1 ère main  Année 2010  Kilométrage 100 milles réelle 5 chevaux  Climatisé  Direction assister  Vitre électrique  Fermeture centrale à distance  Intérieur semi cuir  26 milles dinars peut négociable  Disponible à Kelibia  Pour plus d’infos :  23226085",26000.0
1934,https://www.tayara.tn//listings/voitures-9/c34e8b3e-1148-4569-b436-e34307e87fee/ax-a-vendre,12345.0,98.0,Citroen,AX,Essence,4.0,Blanc,Non dédouanné,Autres,Manuelle,1.4, En bon etat,4000.0
1935,https://www.tayara.tn//listings/voitures-9/48bb2b09-6dfd-4834-8079-adf2c435a106/camion-fiat-110,2147483647.0,1984.0,Fiat,Bravo,Diesel,14.0,Vert,Nouveau,Pick up,Automatique,2.5, camion fiat 110 tree bon etab  tel; 52054634 ,20000.0
1936,https://www.tayara.tn//listings/voitures-9/85590172-a0f9-49ee-9995-9571f299de18/peugeot-106,190000.0,2000.0,Peugeot,106,Essence,4.0,Bleu,Avec kilométrage,Autres,Manuelle,>4.0, 97 48 19 19 forsa leli i7eb yekseb,10500.0
1937,https://www.tayara.tn//listings/voitures-9/d8b6320c-5166-41bb-804d-c47fbb356d7b/peugeot-206,190000.0,2000.0,Peugeot,206,Essence,4.0,Gris,Avec kilométrage,Compacte,Manuelle,1.2, 206 tout options 4 pneu nauf en bon état,13200.0
1938,https://www.tayara.tn//listings/voitures-9/74497b01-c401-42d9-b86b-b8cd6493104e/clio-bombé-française,210000.0,1999.0,Renault,Clio,Essence,4.0,Gris,Avec kilométrage,Autres,Manuelle,<1.0, Je met a vendre une belle clio 4 toutes options 2 vitres électriques climatiseur jantes aluminium Fermetures central version française,15200.0
1939,https://www.tayara.tn//listings/voitures-9/276d9ec6-e622-4cf9-aee2-51a30d302d3e/peugeot-partner-,110000.0,2016.0,Peugeot,Partner,Diesel,4.0,Blanc,Avec kilométrage,Berline,Manuelle,1.2, peugeot partner  premiere main  prix négociable,28900.0
1940,https://www.tayara.tn//listings/voitures-9/27bb67e5-fccb-4453-9c19-ad7ec230be5c/berlingo-5-places-essence-gaz-neuuuuuf,140000.0,2009.0,Citroen,Berlingo,Essence,6.0,Gris,Avec kilométrage,Monospace,Manuelle,1.4, A vendre une très belle Citroën berlingo 5 places état neuuuuf 6cv essence/gaz année 2009 km :140000 disponible à sidi mansour sfax Tel ‭: 25 134 960‬,32000.0
1941,https://www.tayara.tn//listings/voitures-9/4b3c14a0-c632-4f2f-af48-70c1204554c8/megane-dci-phase-2,240000.0,2009.0,Renault,Megane,Diesel,5.0,Gris,Avec kilométrage,Berline,Manuelle,1.5," a vendre megane dci phase 2 classique ,5 cv très très bon état, jamais accidenté, peinture d'origine, climatiseur en marche, jantes alu, vitres électriques, fermeture centrale à distance...récemment changer chaîne de destrubition kit embrayage 4 amortisseurs 4 roues  presque tous lavant train changer ",16000.0
1942,https://www.tayara.tn//listings/voitures-9/0ae6bf89-4b8e-4457-9d73-64115662c700/fiat-uno-fire-à-vendre-,320000.0,2003.0,Fiat,Uno,Essence,4.0,Autre,Nouveau,Compacte,Manuelle,1.1," À cause d'achat d'une  voiture populaire je met  à vendre ma belle Fiat uno Fire 2ème main  4 cv boîte 5 , fermeture centrale à distance, gentes aluminium par 14 , direction semi assistée, 5 pneus neufs  ,  entretien récemment fait  ( huile, filtre à huile, filtre à air, bougies  ) avant train jdid  ( rotule direction et pivot, plaquette de frein aussi) chaîne distribution mazel fiha 8000 km w awra9ha lkol 5alsin  ( vignette 2019 et visite technique jusqu'à mai 2020 ) voiture trop propre toula w mécanique lezaweli  ( bref jarreb w ohkom) prix négociable ",9500.0
1943,https://www.tayara.tn//listings/voitures-9/f0b4945d-2b6c-48fc-acd0-f0a945c3c1de/c-élysée-taxi-bonne-etat,530000.0,2015.0,Citroen,C-Elysée,Diesel,5.0,Jaune,Avec kilométrage,Berline,Manuelle,1.6, A vendre Taxi C Elysée  Reste 2 Mois Ro5ssa. Voiture en très bonne état. Tél : 94 402 109,26000.0
1944,https://www.tayara.tn//listings/voitures-9/c75fbcb7-61f3-4df4-b183-6cce07e722e6/bmw-e92-coupe,157000.0,2012.0,BMW,Serie 3,Essence,7.0,Blanc,Nouveau,Autres,Manuelle,>4.0, Une très belle e92 coupe phase 2  tout option  toit ouvrant  régulateur de vitesse  Pour plus d’informations appelle-moi :  23 965 273 ,63000.0
1945,https://www.tayara.tn//listings/voitures-9/6994609f-95b3-4446-88bd-a94ce7a29fbf/partner,450000.0,2003.0,Peugeot,Partner,Diesel,7.0,Blanc,Avec kilométrage,Berline,Manuelle,1.4, Partner  1ermain vitre electric fremutur central asiste,10500.0
1946,https://www.tayara.tn//listings/voitures-9/83bfe49a-22cd-4f6e-b7ec-996cdf5d96a7/hyundai-grand-i10-très-propre,70000.0,2016.0,Hyundai,I 10,Essence,4.0,Blanc,Avec kilométrage,Berline,Manuelle,1.1, Une coquette grand i10 blanche très propre bien entretenu faible kilométrage 70000km... année 2016. prix 29500 TND Contacter 96092525,29500.0
1947,https://www.tayara.tn//listings/voitures-9/0c48ac38-a04b-4c97-9a48-7c9f8c3d551b/polo-3,499000.0,1996.0,Volkswagen,Polo,Essence,5.0,Bleu,Nouveau,Berline,Manuelle,<1.0, karhba wa9fa mafihech taref souse dhina jdida mécanique nthiff,14500.0
1948,https://www.tayara.tn//listings/voitures-9/a94ae83f-703d-4771-b9d1-1975b7894a8f/nissan-micra-,65000.0,2016.0,Nissan,Micra,Essence,5.0,Blanc,Nouveau,Berline,Manuelle,1.2, A vendre Nissan Micra état d'origine,24000.0
1949,https://www.tayara.tn//listings/voitures-9/a52492ff-f065-4321-8e4a-4c97e1a2a8b4/citroën-c4,168000.0,2012.0,Citroen,C4,Essence,6.0,Gris,Avec kilométrage,Compacte,Manuelle,1.6, voiture bien entretenue en bonne état,27000.0
1950,https://www.tayara.tn//listings/voitures-9/14f6d8e4-f288-41bc-a96a-82a3804c5e05/opel-corsa-boite-auto,230000.0,1999.0,Opel,Corsa,Essence,7.0,Bleu,Avec kilométrage,Compacte,Automatique,1.4, A vendre Opel corsa ✅Boite automatique + mode sport ✅Moteur 1.4 Litre 4 cylindres 7cv essence tres puissant et économique  ✅Entretien à jour (vidange moteur et boite+filtres+ chaine de distribution + pompe à essence +4 bougies d'alumage +marmite d'échappement  ont été récemment changés ) ✅Fermeture centralisée ✅Vitres électriques ✅Tous papiers sont en regele (visite technique2021+assurance) ✅  voiture D'une dame  ✅Prix 15md,15000.0
